id,pobs,Authors,Transform,CorrelationCoefficient,StandardError,Tstatistic,CorrelationCoefficientCorrected,StandardErrorCorrected,TstatisticCorrected,Observations,DegreesofFreedom,NumberofCountries,YNPartial,YNSemi,SemiBalanceGap,SemiBalanceGrowth,SpendingElasticity,TaxRevenueGap,DependentVariable,DependentTransformation,CyclicalAdjustment,AutomaticStabiliser,FiscalBalance,GovSpend,Taxes,CycleVariable,CycleTransformation,CycleGDP,InteractedCycleVariable,SquaredCycleVariable,LaggedCycleVariable,ControlVariables,LaggedDependentVariable,PanelData,CrossSection,IntraNational,EUonly,USAonly,Africaonly,LatinAmericaonly,Asiaonly,CountryFixedEffects,TimeFixedEffects,RealTimeData,StartYear,EndYear,DataAdvancedCountries,DataDevelopingCountries,DataMixofCountries,YearAverage,ShareofDevelopingCountries,EconometricStrategy,NonOLS,TacklingEndogeneity,ShortRunEffect,LongRunEffect,JournalName,YearofPublication,JournalImpactFactor,ReviewedJournal,Citations,Primary,Preferred,Election,FiscalRule,FiscalFatigue,NoPublicDebt
1,11,Abbott et al. 2015,1,0.451,0.490217391,0.92,0.451,0.490217391,0.92,186,164,1,1,0,0,0,1,0,Log of local real government consumption (human resources),Difference,0,0,0,1,0,log of state real GDP,Difference,1,0,0,1,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,0,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,12,Abbott et al. 2015,1,-0.011,0.02037037,-0.54,-0.011,0.02037037,-0.54,186,164,1,1,0,0,0,0,0,Log of local real government consumption (human resources),Difference,0,0,0,1,0,log of state real GDP,Level,1,0,0,1,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,1,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,13,Abbott et al. 2015,1,0.282,0.213636364,1.32,0.282,0.213636364,1.32,186,164,1,1,0,0,0,1,0,"Log of local real government consumption (subsidies, assistance & transfers",Difference,0,0,0,1,0,log of state real GDP,Difference,1,0,0,0,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,0,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,14,Abbott et al. 2015,1,-0.179,0.365306122,-0.49,-0.179,0.365306122,-0.49,186,164,1,1,0,0,0,1,0,"Log of local real government consumption (subsidies, assistance & transfers",Difference,0,0,0,1,0,log of state real GDP,Difference,1,0,0,1,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,0,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,15,Abbott et al. 2015,1,0.008,0.010666667,0.75,0.008,0.010666667,0.75,186,164,1,1,0,0,0,0,0,"Log of local real government consumption (subsidies, assistance & transfers",Difference,0,0,0,1,0,log of state real GDP,Level,1,0,0,1,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,1,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,16,Abbott et al. 2015,1,0.318,0.147906977,2.15,0.318,0.147906977,2.15,186,164,1,1,0,0,0,1,0,Log of local real government consumption (municipal transfers),Difference,0,0,0,1,0,log of state real GDP,Difference,1,0,0,0,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,0,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,17,Abbott et al. 2015,1,0.207,0.178448276,1.16,0.207,0.178448276,1.16,186,164,1,1,0,0,0,1,0,Log of local real government consumption (municipal transfers),Difference,0,0,0,1,0,log of state real GDP,Difference,1,0,0,1,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,0,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,18,Abbott et al. 2015,1,0.013,0.003834808,3.39,0.013,0.003834808,3.39,186,164,1,1,0,0,0,0,0,Log of local real government consumption (municipal transfers),Difference,0,0,0,1,0,log of state real GDP,Level,1,0,0,1,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,1,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,19,Abbott et al. 2015,1,-1.577,1.677659574,-0.94,-1.577,1.677659574,-0.94,186,164,1,1,0,0,0,1,0,Log of local real government consumption (other expenditure),Difference,0,0,0,1,0,log of state real GDP,Difference,1,0,0,0,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,0,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,20,Abbott et al. 2015,1,-4.419,1.648880597,-2.68,-4.419,1.648880597,-2.68,186,164,1,1,0,0,0,1,0,Log of local real government consumption (other expenditure),Difference,0,0,0,1,0,log of state real GDP,Difference,1,0,0,1,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,0,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,21,Abbott et al. 2015,1,0.106,0.051207729,2.07,0.106,0.051207729,2.07,186,164,1,1,0,0,0,0,0,Log of local real government consumption (other expenditure),Difference,0,0,0,1,0,log of state real GDP,Level,1,0,0,1,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,1,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,22,Abbott et al. 2015,-1,1.101,0.272524752,4.04,1.101,0.272524752,4.04,186,164,1,1,0,0,0,0,0,Log of local total own tax revenue,Difference,0,0,0,0,1,log of state real GDP,Difference,1,0,0,0,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,0,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,23,Abbott et al. 2015,-1,0.008,0.4,0.02,0.008,0.4,0.02,186,164,1,1,0,0,0,0,0,Log of local total own tax revenue,Difference,0,0,0,0,1,log of state real GDP,Difference,1,0,0,1,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,0,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,24,Abbott et al. 2015,-1,0.038,0.012751678,2.98,0.038,0.012751678,2.98,186,164,1,1,0,0,0,0,0,Log of local total own tax revenue,Difference,0,0,0,0,1,log of state real GDP,Level,1,0,0,1,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,1,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,25,Abbott et al. 2015,-1,0.38,0.143939394,2.64,0.38,0.143939394,2.64,186,164,1,1,0,0,0,0,0,Log of local total own tax revenue (Discretionary transfers),Difference,0,0,0,0,1,log of state real GDP,Difference,1,0,0,0,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,0,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,26,Abbott et al. 2015,-1,0.685,0.098561151,6.95,0.685,0.098561151,6.95,186,164,1,1,0,0,0,0,0,Log of local total own tax revenue (Discretionary transfers),Difference,0,0,0,0,1,log of state real GDP,Difference,1,0,0,1,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,0,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,27,Abbott et al. 2015,-1,0.006,0.004285714,1.4,0.006,0.004285714,1.4,186,164,1,1,0,0,0,0,0,Log of local total own tax revenue (Discretionary transfers),Difference,0,0,0,0,1,log of state real GDP,Level,1,0,0,1,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,1,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,28,Abbott et al. 2015,-1,-0.282,0.208888889,-1.35,-0.282,0.208888889,-1.35,186,164,1,1,0,0,0,0,0,Log of local total own tax revenue (non-discretionary transfers),Difference,0,0,0,0,1,log of state real GDP,Difference,1,0,0,0,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,0,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,29,Abbott et al. 2015,-1,0.047,0.120512821,0.39,0.047,0.120512821,0.39,186,164,1,1,0,0,0,0,0,Log of local total own tax revenue (non-discretionary transfers),Difference,0,0,0,0,1,log of state real GDP,Difference,1,0,0,1,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,0,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,30,Abbott et al. 2015,-1,0.004,0.002072539,1.93,0.004,0.002072539,1.93,186,164,1,1,0,0,0,0,0,Log of local total own tax revenue (non-discretionary transfers),Difference,0,0,0,0,1,log of state real GDP,Level,1,0,0,1,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,1,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,31,Abbott et al. 2015,-1,0.984,1.513846154,0.65,0.984,1.513846154,0.65,186,164,1,1,0,0,0,0,0,Log of local total own tax revenue (other income),Difference,0,0,0,0,1,log of state real GDP,Difference,1,0,0,0,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,0,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,32,Abbott et al. 2015,-1,-3.895,1.845971564,-2.11,-3.895,1.845971564,-2.11,186,164,1,1,0,0,0,0,0,Log of local total own tax revenue (other income),Difference,0,0,0,0,1,log of state real GDP,Difference,1,0,0,1,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,0,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,33,Abbott et al. 2015,-1,-0.031,0.067391304,-0.46,-0.031,0.067391304,-0.46,186,164,1,1,0,0,0,0,0,Log of local total own tax revenue (other income),Difference,0,0,0,0,1,log of state real GDP,Level,1,0,0,1,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,1,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,34,Abbott et al. 2015,1,0.072,0.232258065,0.31,0.072,0.232258065,0.31,36,14,1,1,0,0,0,1,0,Log of local total real government spending,Difference,0,0,0,1,0,log of state real GDP,Difference,1,0,0,0,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,0,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,35,Abbott et al. 2015,1,-0.518,0.217647059,-2.38,-0.518,0.217647059,-2.38,36,14,1,1,0,0,0,1,0,Log of local total real government spending,Difference,0,0,0,1,0,log of state real GDP,Difference,1,0,0,1,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,0,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,36,Abbott et al. 2015,1,0.001,0.003571429,0.28,0.001,0.003571429,0.28,36,14,1,1,0,0,0,0,0,Log of local total real government spending,Difference,0,0,0,1,0,log of state real GDP,Level,1,0,0,1,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,1,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,37,Abbott et al. 2015,1,0.102,0.2125,0.48,0.102,0.2125,0.48,42,20,1,1,0,0,0,1,0,Log of local total real government spending,Difference,0,0,0,1,0,log of state real GDP,Difference,1,0,0,0,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,0,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,38,Abbott et al. 2015,1,0.16,0.296296296,0.54,0.16,0.296296296,0.54,42,20,1,1,0,0,0,1,0,Log of local total real government spending,Difference,0,0,0,1,0,log of state real GDP,Difference,1,0,0,1,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,0,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,39,Abbott et al. 2015,1,0.005,0.0025,2,0.005,0.0025,2,42,20,1,1,0,0,0,0,0,Log of local total real government spending,Difference,0,0,0,1,0,log of state real GDP,Level,1,0,0,1,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,1,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,40,Abbott et al. 2015,1,-0.042,0.15,-0.28,-0.042,0.15,-0.28,60,38,1,1,0,0,0,1,0,Log of local total real government spending,Difference,0,0,0,1,0,log of state real GDP,Difference,1,0,0,0,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,0,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,41,Abbott et al. 2015,1,0.19,0.28358209,0.67,0.19,0.28358209,0.67,60,38,1,1,0,0,0,1,0,Log of local total real government spending,Difference,0,0,0,1,0,log of state real GDP,Difference,1,0,0,1,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,0,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,42,Abbott et al. 2015,1,0.004,0.003636364,1.1,0.004,0.003636364,1.1,60,38,1,1,0,0,0,0,0,Log of local total real government spending,Difference,0,0,0,1,0,log of state real GDP,Level,1,0,0,1,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,1,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,43,Abbott et al. 2015,1,0.345,0.120209059,2.87,0.345,0.120209059,2.87,42,20,1,1,0,0,0,1,0,Log of local total real government spending,Difference,0,0,0,1,0,log of state real GDP,Difference,1,0,0,0,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,0,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,44,Abbott et al. 2015,1,0.182,0.097326203,1.87,0.182,0.097326203,1.87,42,20,1,1,0,0,0,1,0,Log of local total real government spending,Difference,0,0,0,1,0,log of state real GDP,Difference,1,0,0,1,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,0,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,45,Abbott et al. 2015,1,-0.004,0.003361345,-1.19,-0.004,0.003361345,-1.19,42,20,1,1,0,0,0,0,0,Log of local total real government spending,Difference,0,0,0,1,0,log of state real GDP,Level,1,0,0,1,xxx,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,1,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,1
1,46,Abbott et al. 2015,1,0.079,0.125396825,0.63,0.079,0.125396825,0.63,186,159,1,1,0,0,0,1,0,Log of local total real government spending,Difference,0,0,0,1,0,log of state real GDP,Difference,1,0,0,0,discretionary federal transfers,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,0,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,0
1,47,Abbott et al. 2015,1,0.047,0.151612903,0.31,0.047,0.151612903,0.31,186,159,1,1,0,0,0,1,0,Log of local total real government spending,Difference,0,0,0,1,0,log of state real GDP,Difference,1,0,0,1,discretionary federal transfers,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,0,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,0
1,48,Abbott et al. 2015,1,-0.031,0.011832061,-2.62,-0.031,0.011832061,-2.62,186,159,1,1,0,0,0,0,0,Log of local total real government spending,Difference,0,0,0,1,0,log of state real GDP,Level,1,0,0,1,discretionary federal transfers,1,1,0,1,0,0,0,1,0,0,0,0,2005,2010,0,1,0,0,1,GMM,1,1,1,1,European Journal of Political Economy,2015,2.366,1,33,1,0,0,0,0,0
2,1,Abiad and Baig 2005,-1,0.169,0.075446429,2.24,0.169,0.075446429,2.24,355,311,34,1,1,1,0,0,0,Primary balance in % of GDP,Level,0,0,1,0,0,Output gap in % of potential output; based on HP filter,Level,0,0,0,0,"Lagged public debt to GDP, tax revenue to GDP, commodity prices, oil prices, inflation",0,1,0,0,0,0,0,0,0,1,0,0,1990,2002,0,1,0,0,1,OLS,0,0,1,0,IMF Working Paper,2005,0.000,0,31,1,0,0,0,0,0
2,2,Abiad and Baig 2005,-1,0.143,0.075263158,1.9,0.143,0.075263158,1.9,335,292,32,1,1,1,0,0,0,Primary balance in % of GDP,Level,0,0,1,0,0,Output gap in % of potential output; based on HP filter,Level,0,0,0,0,"Lagged public debt to GDP, tax revenue to GDP, commodity prices, oil prices, inflation, election year",0,1,0,0,0,0,0,0,0,1,0,0,1990,2002,0,1,0,0,1,OLS,0,0,1,0,IMF Working Paper,2005,0.000,0,31,1,1,1,0,0,0
2,3,Abiad and Baig 2005,-1,0.202,0.076515152,2.64,0.202,0.076515152,2.64,348,304,33,1,1,1,0,0,0,Primary balance in % of GDP,Level,0,0,1,0,0,Output gap in % of potential output; based on HP filter,Level,0,0,0,0,"Lagged public debt to GDP, tax revenue to GDP, commodity prices, oil prices, inflation, IMF-supported program",0,1,0,0,0,0,0,0,0,1,0,0,1990,2002,0,1,0,0,1,OLS,0,0,1,0,IMF Working Paper,2005,0.000,0,31,1,0,0,0,0,0
2,4,Abiad and Baig 2005,-1,0.146,0.078074866,1.87,0.146,0.078074866,1.87,351,306,34,1,1,1,0,0,0,Primary balance in % of GDP,Level,0,0,1,0,0,Output gap in % of potential output; based on HP filter,Level,0,0,0,0,"Lagged public debt to GDP, tax revenue to GDP, commodity prices, oil prices, inflation, corruption",0,1,0,0,0,0,0,0,0,1,0,0,1990,2002,0,1,0,0,1,OLS,0,0,1,0,IMF Working Paper,2005,0.000,0,31,1,0,0,0,0,0
2,5,Abiad and Baig 2005,-1,0.154,0.078172589,1.97,0.154,0.078172589,1.97,351,306,34,1,1,1,0,0,0,Primary balance in % of GDP,Level,0,0,1,0,0,Output gap in % of potential output; based on HP filter,Level,0,0,0,0,"Lagged public debt to GDP, tax revenue to GDP, commodity prices, oil prices, inflation, government stability",0,1,0,0,0,0,0,0,0,1,0,0,1990,2002,0,1,0,0,1,OLS,0,0,1,0,IMF Working Paper,2005,0.000,0,31,1,0,0,0,0,0
2,6,Abiad and Baig 2005,-1,0.153,0.075742574,2.02,0.153,0.075742574,2.02,351,306,34,1,1,1,0,0,0,Primary balance in % of GDP,Level,0,0,1,0,0,Output gap in % of potential output; based on HP filter,Level,0,0,0,0,"Lagged public debt to GDP, tax revenue to GDP, commodity prices, oil prices, inflation, bureaucracy quality",0,1,0,0,0,0,0,0,0,1,0,0,1990,2002,0,1,0,0,1,OLS,0,0,1,0,IMF Working Paper,2005,0.000,0,31,1,0,0,0,0,0
2,7,Abiad and Baig 2005,-1,0.137,0.078735632,1.74,0.137,0.078735632,1.74,351,306,34,1,1,1,0,0,0,Primary balance in % of GDP,Level,0,0,1,0,0,Output gap in % of potential output; based on HP filter,Level,0,0,0,0,"Lagged public debt to GDP, tax revenue to GDP, commodity prices, oil prices, inflation, law and order",0,1,0,0,0,0,0,0,0,1,0,0,1990,2002,0,1,0,0,1,OLS,0,0,1,0,IMF Working Paper,2005,0.000,0,31,1,0,0,0,0,0
2,8,Abiad and Baig 2005,-1,0.145,0.07712766,1.88,0.145,0.07712766,1.88,351,306,34,1,1,1,0,0,0,Primary balance in % of GDP,Level,0,0,1,0,0,Output gap in % of potential output; based on HP filter,Level,0,0,0,0,"Lagged public debt to GDP, tax revenue to GDP, commodity prices, oil prices, inflation, democratic accountability",0,1,0,0,0,0,0,0,0,1,0,0,1990,2002,0,1,0,0,1,OLS,0,0,1,0,IMF Working Paper,2005,0.000,0,31,1,0,0,0,0,0
2,9,Abiad and Baig 2005,-1,0.173,0.075217391,2.3,0.173,0.075217391,2.3,355,310,34,1,1,1,0,0,0,Primary balance in % of GDP,Level,0,0,1,0,0,Output gap in % of potential output; based on HP filter,Level,0,0,0,0,"Lagged public debt to GDP, tax revenue to GDP, commodity prices, oil prices, inflation, ideology",0,1,0,0,0,0,0,0,0,1,0,0,1990,2002,0,1,0,0,1,OLS,0,0,1,0,IMF Working Paper,2005,0.000,0,31,1,0,0,0,0,0
2,10,Abiad and Baig 2005,-1,0.175,0.075107296,2.33,0.175,0.075107296,2.33,355,310,34,1,1,1,0,0,0,Primary balance in % of GDP,Level,0,0,1,0,0,Output gap in % of potential output; based on HP filter,Level,0,0,0,0,"Lagged public debt to GDP, tax revenue to GDP, commodity prices, oil prices, inflation, ideology",0,1,0,0,0,0,0,0,0,1,0,0,1990,2002,0,1,0,0,1,OLS,0,0,1,0,IMF Working Paper,2005,0.000,0,31,1,0,0,0,0,0
2,11,Abiad and Baig 2005,-1,0.218,0.084496124,2.58,0.218,0.084496124,2.58,265,220,34,1,1,1,0,0,0,Primary balance in % of GDP,Level,0,0,1,0,0,Output gap in % of potential output; based on HP filter,Level,0,0,0,0,"Lagged public debt to GDP, tax revenue to GDP, commodity prices, oil prices, inflation, legislative fractionalization",0,1,0,0,0,0,0,0,0,1,0,0,1990,2002,0,1,0,0,1,OLS,0,0,1,0,IMF Working Paper,2005,0.000,0,31,1,0,0,0,0,0
2,12,Abiad and Baig 2005,-1,0.169,0.071914894,2.35,0.169,0.071914894,2.35,335,291,33,1,1,1,0,0,0,Primary balance in % of GDP,Level,0,0,1,0,0,Output gap in % of potential output; based on HP filter,Level,0,0,0,0,"Lagged public debt to GDP, tax revenue to GDP, commodity prices, oil prices, inflation, executive constraint",0,1,0,0,0,0,0,0,0,1,0,0,1990,2002,0,1,0,0,1,OLS,0,0,1,0,IMF Working Paper,2005,0.000,0,31,1,0,0,0,0,0
2,13,Abiad and Baig 2005,-1,0.138,0.073796791,1.87,0.138,0.073796791,1.87,329,286,32,1,1,1,0,0,0,Primary balance in % of GDP,Level,0,0,1,0,0,Output gap in % of potential output; based on HP filter,Level,0,0,0,0,"Lagged public debt to GDP, tax revenue to GDP, commodity prices, oil prices, inflation, checks and balances",0,1,0,0,0,0,0,0,0,1,0,0,1990,2002,0,1,0,0,1,OLS,0,0,1,0,IMF Working Paper,2005,0.000,0,31,1,0,0,0,0,0
